voltage,X,Y,volt
1.749997,0.002411003923,1.125217932e-05,-0.05101927742859286
1.8,0.0024086711928,9.9426870293e-06,-0.0510245156
1.749997,0.0024110579398,3.6143044326e-06,-0.05101927742859286
1.700003,0.0024011745118,7.6319074651e-06,-0.0510140402
1.65,0.0024115252309,5.0128478506e-06,-0.0509522393
1.599997,0.0023987591267,-4.1540433813e-06,-0.0508904384
1.550004,0.0023985670414,1.383187282e-06,-0.05087466837722309
1.500001,0.0024026301689,3.0134617646e-06,-0.0508588952
1.449998,0.0024054341484,3.1054728424e-06,-0.0507553216
1.399995,0.0023951171897,1.0965496585e-05,-0.050651748
1.350002,0.0023853087332,1.2678651728e-05,-0.0506423233425977
1.299999,0.0023795203306,7.4942431638e-06,-0.0506328968
1.249996,0.002370088594,1.3962999219e-05,-0.05060688474895096
1.200003,0.0023761924822,3.8248917917e-06,-0.0505808779
1.15,0.0023712213151,7.4004328781e-06,-0.0505697552
1.099997,0.0023679076694,2.8019696856e-06,-0.0505586325
1.050004,0.0023574482184,7.4396380114e-06,-0.05052767449623385
1.000001,0.0023693933617,4.4638495638e-06,-0.0504967103
0.949998,0.0023574156221,7.3541586971e-06,-0.05039154013361434
0.900005,0.0023517864756,2.2074971184e-06,-0.050286391
0.850002,0.0023546959274,8.4848779807e-06,-0.05012366415
0.799999,0.002351550851,1.9039996459e-06,-0.0499609373
0.749996,0.0023201315198,8.3380937212e-06,-0.04997427728391836
0.700003,0.0023189166095,7.3851329034e-06,-0.0499876146
0.65,0.0023276079446,8.2444348664e-06,-0.049808678849999996
0.599997,0.0023061626125,2.5677122721e-06,-0.0496297431
0.550003,0.0023007157724,5.9251283346e-06,-0.04946255274893747
0.5,0.0022875438444,9.888751265e-06,-0.0492953323
0.449997,0.0022808266804,2.5297536013e-06,-0.04918389755719429
0.400004,0.0022694880608,1.1402065866e-05,-0.0490724851
0.350001,0.0022544309031,4.005644314e-06,-0.0487987541
0.299998,0.0022386668716,5.7550149535e-08,-0.0485250231
0.249995,0.0022386501078,7.2136112976e-06,-0.04841379477783512
0.200002,0.0022293890361,8.7725338744e-06,-0.0483025887
0.149999,0.0022131449077,-1.5732831571e-07,-0.0478951173
0.099996,0.0021911901422,4.9235804909e-06,-0.0474876459
0.050003,0.0021688875277,3.6295316477e-06,-0.047377079358202324
0.0,0.0021649282426,6.6752804742e-06,-0.0472664907
-0.050003,0.0021659014747,3.6538503991e-06,-0.04695100410323313
-0.099996,0.0021259032656,6.6572092692e-06,-0.0466355806
-0.149999,0.0021084605251,6.4612236201e-06,-0.0463625165
-0.200002,0.0020985002629,-1.509413039e-07,-0.0460894524
-0.250005,0.0020760640036,1.2318403606e-05,-0.04572415357230889
-0.299998,0.002037569182,7.7125414464e-06,-0.0453589278
-0.350001,0.0020209348295,8.7459065981e-06,-0.04459479940917454
-0.400003,0.0019867618103,8.1813805082e-06,-0.0438306863
-0.449996,0.0019434796413,4.0229615479e-06,-0.04322992328471339
-0.499999,0.0019128738204,7.9042520156e-06,-0.0426290401
-0.550002,0.0019038736355,3.8787202357e-06,-0.0421204337924207
-0.599995,0.0018382569542,1.1753892068e-05,-0.0416119292
-0.649998,0.001788794063,7.0548244366e-06,-0.04025035775
-0.700001,0.0016968575073,1.260044246e-05,-0.0388887863
-0.750004,0.0016098389169,4.9032455536e-06,-0.037476471426986076
-0.799997,0.00155466469,1.2946632069e-06,-0.036064439
-0.85,0.0014490347821,8.8368842626e-06,-0.0337086924
-0.900003,0.0012860239949,-1.9752458229e-06,-0.0313529458
-0.949996,0.0012636180036,6.8453550739e-06,-0.02529610401898576
-0.999999,0.00083042297047,7.0600717663e-06,-0.0192380507
-1.050002,0.00066234840779,-6.3270740611e-06,-0.015380586777675107
-1.100004,3.1835206755e-05,1.2121516875e-06,-0.0115232
-1.149998,4.7129265113e-06,-2.1882354417e-07,-0.011448374936723469
-1.2,2.0431727989e-06,-5.7075732229e-07,-0.0113735379
-1.250003,8.6395075982e-08,1.1309980863e-07,-0.011344842630645226
-1.299996,-7.0877376857e-08,1.0058843003e-07,-0.0113161531
-1.349999,1.1019408674e-07,4.5867449217e-07,-0.0113517028
-1.400002,9.2485926473e-08,2.7664751201e-07,-0.0113872525
-1.449995,1.6715749496e-07,5.0340037205e-07,-0.011363144161171446
-1.499998,4.7318639673e-08,4.6925808306e-07,-0.011339031
-1.550001,-7.7990812031e-08,2.3713522523e-07,-0.011310086300000001
-1.600004,1.1656992172e-07,2.8501824545e-07,-0.0112811416
-1.649997,1.9748881641e-07,3.87836252e-07,-0.01128416399771791
-1.7,3.9093198012e-08,4.9900825161e-07,-0.011287187
-1.750003,-3.3706427871e-08,2.1939352735e-07,-0.011290210002282091
